record_id,score_x,score_y,score_z,multi,malf,good_drop,multi_drop,other_drop,fmin_x,fmin_y,fmin_z,processed,investigate
20100929_041447_GWTS,0.75,0.25,0.0,False,False,False,False,False,0.3,0.5,0.4,True,False
20100710_230422_MWZ,0.5,0.75,0.75,False,False,False,False,False,0.4,0.3,0.3,True,False
20100630_043102_NNZ,0.75,0.75,0.75,False,False,False,False,False,0.4,0.4,0.4,True,False
20170207_035003_CACS_20,0.75,0.75,0.75,False,False,False,False,False,0.7,0.6,0.7,True,False
20161127_084232_WDAS_20,0.75,0.75,1.0,False,False,False,False,False,0.1,0.1,0.1,True,False
20111123_171445_MTHZ,0.75,0.75,0.25,False,False,False,False,False,0.9,1.1,1.5,True,False
20190421_055420_WFSS_20,0.75,1.0,0.25,False,False,False,False,False,0.3,0.3,0.4,True,False
20100418_221626_MWZ,0.75,1.0,1.0,False,False,False,False,False,0.6,0.7,0.6,True,False
20100418_221626_MXZ,0.75,0.75,0.75,False,False,False,False,False,0.8,0.9,1.0,True,False
20081105_010924_MWZ,0.75,1.0,1.0,False,False,False,False,False,0.6,0.7,0.7,True,False
20120109_190331_KHZ,0.75,0.75,0.75,False,False,False,False,False,1.2,1.4,1.4,True,False
20120703_103615_MWDS,0.5,0.25,0.0,False,False,False,False,False,0.4,2.0,10.0,True,False
20081219_002105_HCDS,0.25,0.25,1.0,False,False,False,False,False,0.4,0.4,0.4,True,False
20120116_173742_PXZ,0.25,0.25,0.75,False,False,False,False,False,2.0,2.3,2.0,True,False
20071219_144553_PXZ,0.5,0.75,1.0,False,False,False,False,False,0.7,0.8,0.6,True,False
20090704_064640_BFZ,0.0,0.0,0.0,True,False,False,False,False,0.0,0.0,0.0,True,False
20060516_103914_TFSS,0.25,0.25,0.25,False,False,False,False,False,0.4,0.4,0.4,True,False
20090426_000653_MXZ,0.75,0.75,0.75,False,False,False,False,False,0.9,0.8,0.8,True,False
20181030_021415_RPCS_20,0.25,0.25,0.75,False,False,False,False,False,0.2,0.2,0.1,True,False
20121015_000632_UTKS_20,0.25,0.25,0.25,False,False,False,False,False,0.8,0.8,0.5,True,False
20100710_230422_MXZ,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20100630_043102_HAZ,0.25,0.25,0.25,False,False,False,False,False,0.3,0.4,0.4,True,False
20100924_074707_NSPS,0.75,0.75,0.5,False,False,False,False,False,0.8,0.8,10.0,True,False
20101124_173924_QRZ,0.25,0.25,0.25,False,False,False,False,False,1.1,1.6,1.7,True,False
20110712_091445_PXZ,0.25,0.25,0.75,False,False,False,False,False,10.0,2.0,1.6,True,False
20110210_220224_INZ,,,,False,False,False,True,False,,,,True,False
20120109_190331_PXZ,0.25,0.25,0.75,False,False,False,False,False,1.4,1.3,1.3,True,False
20120927_200956_WANS_20,,,,False,False,False,False,False,,,,False,True
20111021_175716_OUZ,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20090715_092229_KARS,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20080929_151921_EAZ,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20110706_190318_TUZ,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20060516_103914_NAMS,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20060516_103914_TMDS,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20060516_103914_KIRS,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20060516_103914_LHUS,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20060516_103914_INSS,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20071209_072816_NGHS,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20060516_103914_EKTS,0.0,0.0,0.0,False,False,False,False,False,0.5,0.3,0.6,True,False
20071209_072816_MAVS,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20071209_072816_PXZ,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20110418_130302_TFSS,,,,False,False,True,False,False,,,,True,False
20071220_075516_WCDS,0.0,0.0,0.0,False,False,False,False,False,0.3,0.1,10.0,True,False
20080719_223952_PXZ,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20100801_072503_NNZ,0.75,0.75,0.75,False,False,False,False,False,0.8,0.5,0.1,True,False
20100801_072503_WEL,0.75,0.75,0.75,False,False,False,False,False,0.5,0.5,0.5,True,False
20100801_072503_DSZ,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20100801_072503_OXZ,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20070925_051601_WEL,0.0,0.0,0.0,False,False,False,False,False,1.0,1.0,1.1,True,False
20090909_103304_OXZ,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20110221_105752_BMTS,0.0,0.0,0.0,False,False,False,False,False,0.4,0.6,0.5,True,False
20110729_074223_NBSS,0.0,0.0,0.0,False,False,False,False,False,0.8,0.8,10.0,True,False
20030115_235356_EBPS,0.0,0.0,0.0,False,False,False,False,False,0.3,0.8,10.0,True,False
20030115_235356_SOCS,0.75,1.0,1.0,False,False,False,False,False,0.3,0.2,0.2,True,False
20030125_213031_HNPS,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20030125_213031_OTKS,1.0,0.75,0.75,False,False,False,False,False,0.1,0.1,0.1,True,False
20030218_061542_PWZ,0.0,0.0,0.0,False,True,False,False,False,0.0,0.0,0.0,True,False
20030821_121249_GLWS,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20030821_121249_HAFS,1.0,1.0,1.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20030821_121249_HWHS,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20030821_121249_KARS,0.25,0.25,0.25,False,False,False,False,False,0.2,0.2,0.2,True,False
20030821_121249_MCPS,1.0,1.0,1.0,False,False,False,False,False,0.1,0.1,0.1,True,False
20030821_121249_MOTS,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20030821_121249_TAFS,1.0,1.0,1.0,False,False,False,False,False,0.1,0.1,0.1,True,False
20030821_141227_HAFS,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20030923_002549_WEMS,1.0,0.75,0.75,False,False,False,False,False,0.3,0.3,0.3,True,False
20031019_035917_WNPS,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20031102_053214_WNPS,0.25,0.25,0.25,False,False,False,False,False,0.2,0.2,10.0,True,False
20031106_090605_WAKS,0.75,0.75,0.75,False,False,False,False,False,1.0,1.6,0.4,True,False
20031128_071415_KFHS,1.0,1.0,1.0,False,False,False,False,False,0.1,0.3,0.5,True,False
20040402_124654_INSS,1.0,1.0,1.0,False,False,False,False,False,1.0,0.5,0.8,True,False
20040512_030240_WEL,0.0,0.0,0.0,False,False,False,False,False,1.0,1.5,5.0,True,False
20040723_104528_SNZO,1.0,1.0,1.0,False,False,False,False,False,0.4,0.7,0.6,True,False
20040819_193837_WEL,0.5,0.5,0.5,False,False,False,False,False,4.0,10.0,4.0,True,False
20041020_075851_WEL,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20041111_153836_WEL,0.25,0.25,0.0,False,False,False,False,False,1.6,3.0,10.0,True,False
20041122_202632_DUNS,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20041122_202632_WKZ,1.0,1.0,1.0,False,False,False,False,False,0.1,0.1,0.1,True,False
20041202_033012_JCZ,1.0,1.0,1.0,False,False,False,False,False,0.1,0.1,0.1,True,False
20041223_145838_DKHS,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20041223_145838_HDWS,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20041223_145838_ICCS,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20041223_145838_MSZS,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20041223_145838_NSBS,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20041223_145838_QTPS,0.25,0.25,0.25,False,False,False,False,False,0.1,0.1,0.1,True,False
20041223_145838_RRKS,0.75,0.75,0.75,False,False,False,False,False,10.0,10.0,10.0,True,False
20041223_145838_SKFS,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20041223_145838_TMBS,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20041223_145838_WNPS,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20050108_151731_WEL,0.0,0.0,0.0,False,False,False,False,False,10.0,4.0,10.0,True,False
20050120_185631_WDPS,0.0,0.0,0.0,False,False,False,False,False,0.4,0.3,0.3,True,False
20050131_173153_POTS,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20050224_210019_PWZ,,,,False,False,False,True,False,,,,True,False
20050313_150813_HUKS,1.0,1.0,1.0,False,False,False,False,False,0.2,0.2,0.2,True,False
20050313_150813_LHES,1.0,1.0,0.75,False,False,False,False,False,1.5,1.4,1.9,True,False
20050313_150813_TKHS,0.0,0.0,0.0,False,True,False,False,False,0.0,0.0,0.0,True,False
20050313_150813_VRZ,1.0,1.0,1.0,False,False,False,False,False,0.1,0.1,0.1,True,False
20050313_150813_WDFS,0.25,0.25,0.0,False,False,False,False,False,2.0,0.5,10.0,True,False
20050510_081015_WEL,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20050603_025153_TBAS,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20050620_025306_TTHS,0.0,0.0,0.0,False,False,False,True,False,10.0,10.0,10.0,True,False
20050620_045516_NGHS,0.25,0.25,0.0,False,False,False,False,False,0.5,0.7,0.8,True,False
20050620_045516_NSPS,0.5,0.5,0.0,False,False,False,False,False,1.1,0.5,1.1,True,False
20050620_045516_TBAS,0.0,0.0,0.0,False,False,False,False,False,0.8,0.6,1.1,True,False
20050708_191236_WDASD,0.0,0.0,0.5,False,False,False,False,False,5.0,5.0,5.0,True,False
20050801_090046_WDASB,1.0,1.0,0.75,False,False,False,False,False,0.8,0.8,0.8,True,False
20050820_175210_SNZO,1.0,1.0,1.0,False,False,False,False,False,0.9,1.0,1.5,True,False
20050820_195308_WEL,0.0,0.0,0.0,False,False,False,False,False,2.1,1.2,1.5,True,False
20050824_222119_BTWS,1.0,1.0,1.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20050904_193956_WEL,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20051002_080510_WEL,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20051103_131650_WDASD,0.75,0.5,0.5,False,False,False,False,False,0.5,0.5,0.5,True,False
20051228_015304_TA3S,,,,False,False,False,True,False,,,,True,False
20060106_162417_EBPS,1.0,1.0,1.0,False,False,False,False,False,0.8,0.6,0.7,True,False
20060128_060242_NCHS,0.5,0.5,0.25,False,False,False,False,False,0.3,0.4,1.3,True,False
20060215_121556_FXBS,0.25,0.25,0.75,False,False,False,False,False,0.7,0.4,0.6,True,False
20060215_121556_MISS,0.0,0.0,0.0,False,False,False,False,False,0.5,0.2,0.1,True,False
20060218_030415_WEL,1.0,1.0,1.0,False,False,False,False,False,1.1,1.7,1.5,True,False
20060429_191128_SNZO,1.0,1.0,1.0,False,False,False,False,False,0.7,0.8,0.7,True,False
20060514_173238_SNZO,1.0,1.0,1.0,False,False,False,False,False,0.15,0.15,0.2,True,False
20060516_103914_HCDS,0.0,0.0,0.0,False,False,False,False,False,0.1,0.3,0.1,True,False
20060516_103914_HNPS,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20060516_103914_NGHS,0.5,0.75,0.25,False,False,False,False,False,0.5,0.4,0.7,True,False
20060516_103914_OPCS,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20060516_103914_RUAS,0.0,0.0,0.0,False,False,False,False,False,0.9,0.6,0.4,True,False
20060516_103914_TDHS,0.25,0.25,0.25,False,False,False,False,False,0.3,0.1,0.2,True,False
20060516_103914_WAKS,0.25,0.25,0.25,False,False,False,False,False,0.1,0.7,0.9,True,False
20060516_103914_WBFS,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20060516_103914_WDPS,0.25,0.25,0.25,False,False,False,False,False,0.6,0.4,0.9,True,False
20060516_103914_WPWS,0.0,0.0,0.0,False,False,False,False,False,0.2,0.7,0.1,True,False
20060610_160100_OTKS,1.0,1.0,1.0,False,False,False,False,False,0.3,0.4,0.4,True,False
20060702_072850_TBAS,0.75,0.5,0.75,False,False,False,False,False,0.7,0.4,0.7,True,False
20060708_183130_SNZO,1.0,1.0,1.0,False,False,False,False,False,0.6,0.5,0.5,True,False
20060802_004703_WEL,0.0,0.0,0.0,False,False,False,False,False,0.7,0.8,0.9,True,False
20060813_042925_OTKS,0.0,0.0,0.0,False,False,False,False,False,1.2,1.5,10.0,True,False
20060813_042925_TFSS,0.25,0.25,0.0,False,False,False,False,False,0.1,0.1,0.5,True,False
20060813_042925_THZ,1.0,1.0,1.0,False,False,False,False,False,0.1,0.1,0.1,True,False
20060915_114319_WEL,1.0,1.0,1.0,False,False,False,False,False,0.1,0.1,0.1,True,False
20061011_220918_QCCS,0.75,0.75,0.25,False,False,False,False,False,2.1,2.1,3.0,True,False
20061117_143804_KUZ,0.75,0.75,0.75,False,False,False,False,False,0.1,0.4,0.1,True,False
20070204_191426_FXBS,0.0,0.0,0.0,False,False,False,False,False,0.6,0.6,0.5,True,False
20070308_002623_WEL,0.75,0.75,0.75,False,False,False,False,False,10.0,10.0,10.0,True,False
20070417_031605_WEL,0.0,0.0,0.0,False,False,False,False,False,0.6,0.8,0.7,True,False
20070513_132510_TSFS,0.0,0.0,0.0,False,False,False,False,False,0.3,0.4,0.5,True,False
20070627_171221_WEL,0.5,0.75,0.75,False,False,False,False,False,10.0,10.0,5.0,True,False
20070816_025340_MOTS,0.75,0.75,0.0,False,False,False,False,False,0.8,0.8,0.7,True,False
20070911_202049_DKHS,,,,False,False,False,True,False,,,,True,False
20070926_105414_MXZ,0.0,0.0,0.0,False,False,False,False,False,0.1,0.1,0.1,True,False
20070930_052334_TAFS,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20071003_191511_SPFS,0.75,0.75,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20071004_061741_WDASD,,,,False,False,True,False,False,,,,True,False
20071005_071752_WEL,0.0,0.0,0.0,False,False,False,False,False,0.9,0.8,0.5,True,False
20071015_122933_TAFS,1.0,1.0,1.0,False,False,False,False,False,0.1,0.1,0.1,True,False
20071015_122933_WHZ,0.0,0.0,0.0,False,False,False,False,False,0.1,0.1,0.1,True,False
20071015_123014_TAFS,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20071015_123538_WEL,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20071015_212822_LBZ,1.0,1.0,1.0,False,False,False,False,False,0.1,0.1,0.1,True,False
20071015_235136_RPZ,,,,False,False,False,True,False,,,,True,False
20071016_210543_WEL,0.0,0.0,0.0,False,True,False,False,False,10.0,10.0,10.0,True,False
20071027_075456_KUZ,0.5,0.0,0.0,False,False,False,False,False,0.1,0.1,0.1,True,False
20071220_075516_EKTS,0.75,0.75,0.25,False,False,False,False,False,0.2,0.1,0.5,True,False
20071220_075516_NAMS,1.0,1.0,1.0,False,False,False,False,False,0.1,0.1,0.1,True,False
20071220_075516_ORCS,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20071220_075516_WBCS,0.0,0.0,0.0,False,False,False,False,False,1.0,0.5,1.0,True,False
20071220_075516_WDASC,0.75,0.75,0.75,False,False,False,False,False,10.0,10.0,10.0,True,False
20080120_201422_MSZ,0.0,1.0,0.75,False,False,False,False,False,4.0,0.8,1.1,True,False
20080202_214958_MSZ,0.0,1.0,1.0,False,False,False,False,False,3.0,0.7,0.8,True,False
20080315_160142_WKZ,1.0,1.0,1.0,False,False,False,False,False,0.5,0.4,0.8,True,False
